Temperatur; Luftfeuchtigkeit; Luftdruck; TVOC; CO2; UV
-39.43; 17; 26511; 14; 496; 0

-40.00; 18; 26402; 11; 475; 0

-39.58; 18; 26307; 13; 486; 0

-40.44; 18; 26218; 14; 498; 0

-40.28; 18; 26119; 13; 491; 0

-40.22; 18; 25969; 4; 428; 0

-39.25; 18; 25934; 4; 428; 0

-39.08; 18; 25833; 5; 435; 0

-39.77; 18; 25731; 9; 463; 0

-40.55; 18; 25638; 9; 463; 0

-40.90; 18; 25533; 13; 486; 0

-41.33; 18; 25450; 13; 486; 0

-40.56; 18; 25368; 15; 503; 0

-39.91; 18; 25270; 17; 517; 0

-40.14; 18; 25168; 13; 491; 0

-41.21; 18; 25061; 13; 491; 0

-41.65; 18; 24965; 12; 480; 0

-41.86; 18; 24887; 10; 470; 0

-42.30; 18; 24792; 8; 454; 0

-42.22; 18; 24678; 10; 470; 0

-42.39; 18; 24580; 9; 463; 0

-43.43; 18; 24497; 8; 457; 0

-44.00; 18; 24404; 9; 461; 0

-44.23; 18; 24319; 11; 475; 0

-44.43; 18; 24234; 13; 486; 0

-44.98; 18; 24147; 11; 475; 0

-44.25; 18; 24033; 14; 498; 0

-45.15; 18; 23950; 15; 503; 0

-43.76; 18; 23854; 18; 519; 0

-44.18; 18; 23762; 14; 496; 0

-43.93; 18; 23676; 15; 503; 0

-45.05; 18; 23588; 9; 463; 1

-45.12; 18; 23491; 10; 470; 0

-46.06; 18; 23401; 9; 463; 0

-46.32; 18; 23274; 11; 475; 0

-46.61; 18; 23203; 9; 463; 0

-46.59; 18; 23136; 13; 491; 0

-46.00; 18; 23051; 17; 517; 0

-45.28; 18; 22962; 17; 517; 0

-46.23; 18; 22875; 13; 491; 0

-46.58; 18; 22779; 14; 496; 0

-47.11; 18; 22684; 14; 498; 0

-47.75; 18; 22605; 13; 486; 0

-48.07; 18; 22518; 13; 491; 0

-48.69; 18; 22425; 14; 496; 0

-49.35; 18; 22320; 13; 491; 0

-49.36; 19; 22183; 12; 480; 0

-50.35; 19; 22115; 9; 463; 0

-50.28; 19; 22030; 12; 480; 0

-49.77; 19; 21938; 13; 491; 0

-50.84; 19; 21841; 10; 470; 0

-51.53; 19; 21753; 9; 463; 0

-51.63; 19; 21674; 9; 463; 0

-51.97; 19; 21586; 9; 461; 0

-52.19; 19; 21490; 9; 461; 0

-51.83; 19; 21409; 7; 451; 0

-52.69; 19; 21311; 6; 441; 0

-52.66; 19; 21202; 6; 443; 0

-51.02; 19; 21104; 11; 476; 0

-51.55; 19; 20980; 9; 465; 0

-52.48; 19; 20905; 6; 443; 0

-52.13; 19; 20835; 9; 462; 0

-52.10; 19; 20749; 9; 465; 0

-52.61; 19; 20655; 6; 443; 0

-53.02; 19; 20568; 6; 441; 0

-52.83; 19; 20492; 7; 447; 0

-52.11; 20; 20399; 7; 451; 0

-51.56; 20; 20302; 3; 424; 0

-51.28; 20; 20223; 9; 462; 0

-51.26; 20; 20136; 12; 485; 0

-52.08; 20; 20066; 11; 475; 0

-51.99; 20; 19990; 12; 480; 0

-50.87; 20; 19905; 19; 527; 0

-51.08; 20; 19834; 19; 527; 0

-50.14; 20; 19740; 19; 527; 0

-50.89; 20; 19664; 9; 462; 0

-50.87; 20; 19584; 12; 480; 0

-51.73; 19; 19512; 9; 460; 0

-51.64; 19; 19414; 9; 462; 0

-51.88; 19; 19254; 7; 446; 0

-52.75; 19; 19155; 3; 423; 0

-52.00; 19; 19082; 5; 439; 0

-52.31; 19; 19032; 3; 425; 0

-51.24; 19; 18958; 7; 446; 0

-51.44; 19; 18890; 5; 439; 0

-51.26; 19; 18824; 4; 432; 0

-51.74; 19; 18752; 2; 418; 0

-50.92; 19; 18686; 3; 423; 0

-51.49; 19; 18624; 2; 415; 0

-52.00; 19; 18562; 2; 415; 0

-52.30; 19; 18502; 1; 409; 0

-52.35; 18; 18440; 1; 413; 0

-52.21; 18; 18382; 1; 413; 0

-51.70; 18; 18334; 3; 426; 0

-52.40; 18; 18258; 0; 400; 0

-51.42; 18; 18201; 5; 438; 0

-51.26; 18; 18135; 5; 438; 0

-50.20; 18; 18069; 7; 447; 0

-50.76; 18; 18007; 0; 402; 0

-50.81; 18; 17946; 1; 413; 0

-50.56; 18; 17891; 2; 417; 0

-50.11; 18; 17827; 3; 426; 0

-48.62; 18; 17755; 11; 473; 0

-48.52; 17; 17686; 7; 451; 0

-49.24; 17; 17635; 1; 413; 0

-49.11; 17; 17577; 5; 436; 0

-48.62; 17; 17499; 6; 444; 0

-47.86; 17; 17442; 8; 459; 0

-47.69; 17; 17377; 9; 463; 0

-48.54; 16; 17324; 5; 436; 0

-48.07; 16; 17265; 7; 451; 0

-48.45; 16; 17208; 8; 454; 0

-48.99; 16; 17137; 8; 459; 0

-49.81; 16; 17075; 7; 451; 0

-49.25; 16; 17015; 11; 476; 0

-49.96; 16; 16953; 7; 450; 0

-49.48; 16; 16877; 14; 492; 0

-49.40; 15; 16808; 12; 481; 0

-47.89; 15; 16734; 15; 502; 0

-47.20; 15; 16660; 11; 476; 0

-48.26; 15; 16603; 8; 455; 1

-48.23; 15; 16547; 8; 455; 0

-48.44; 15; 16490; 9; 464; 0

-48.83; 15; 16426; 8; 459; 0

-48.81; 15; 16365; 10; 470; 0

-49.41; 15; 16302; 8; 455; 0

-49.33; 15; 16249; 11; 476; 0

-49.81; 14; 16188; 5; 438; 0

-49.61; 14; 16135; 11; 475; 0

-49.44; 14; 16068; 12; 485; 0

-49.67; 14; 16002; 12; 485; 0

-49.86; 14; 15943; 9; 462; 0

-48.46; 14; 15876; 17; 517; 0

-48.37; 14; 15814; 18; 523; 0

-47.22; 14; 15753; 23; 552; 0

-47.21; 14; 15701; 24; 560; 0

-46.84; 14; 15638; 28; 588; 0

-46.78; 14; 15586; 27; 578; 0

-46.50; 14; 15525; 33; 623; 0

-45.53; 14; 15465; 32; 614; 0

-45.84; 14; 15410; 32; 614; 0

-45.01; 14; 15350; 35; 631; 0

-44.45; 14; 15300; 36; 641; 0

-44.50; 13; 15240; 40; 666; 0

-43.88; 13; 15183; 42; 682; 0

-44.80; 13; 15140; 37; 649; 0

-45.09; 13; 15081; 32; 614; 0

-45.71; 13; 15030; 29; 596; 0

-44.85; 13; 14979; 36; 641; 0

-44.11; 13; 14922; 46; 708; 0

-43.98; 13; 14859; 46; 708; 0

-43.95; 13; 14799; 44; 692; 0

-42.98; 13; 14743; 53; 754; 0

-43.39; 13; 14691; 51; 737; 0

-43.02; 13; 14626; 53; 754; 0

-43.70; 13; 14578; 44; 692; 0

-44.10; 12; 14517; 50; 730; 0

-43.57; 12; 14467; 50; 730; 0

-42.99; 12; 14410; 60; 800; 0

-43.07; 12; 14358; 58; 787; 0

-42.83; 12; 14306; 63; 817; 0

-42.62; 12; 14245; 62; 808; 0

-42.29; 12; 14192; 69; 857; 0

-42.34; 12; 14135; 51; 740; 0

-42.40; 12; 14080; 63; 819; 0

-43.08; 12; 14021; 53; 752; 0

-42.86; 12; 13968; 57; 780; 0

-43.68; 12; 13926; 57; 780; 0

-44.45; 12; 13874; 56; 772; 0

-44.97; 12; 13821; 53; 752; 0

-45.00; 12; 13768; 55; 763; 0

-45.55; 12; 13711; 53; 752; 0

-45.31; 12; 13661; 55; 763; 0

-45.82; 12; 13602; 56; 772; 0

-46.12; 12; 13553; 56; 772; 0

-46.09; 12; 13504; 53; 752; 0

-46.77; 12; 13458; 51; 735; 0

-46.48; 11; 13416; 55; 763; 0

-47.35; 11; 13363; 52; 744; 0

-47.22; 11; 13314; 57; 780; 0

-46.76; 11; 13277; 60; 798; 0

-45.27; 11; 13218; 74; 887; 0

-45.20; 11; 13165; 75; 897; 0

-44.24; 11; 13117; 79; 923; 0

-44.45; 11; 13063; 81; 935; 0

-43.42; 11; 13015; 87; 977; 0

-43.99; 11; 12973; 77; 907; 0

-43.46; 11; 12925; 92; 1004; 0

-43.57; 11; 12885; 81; 933; 0

-44.43; 11; 12840; 69; 855; 0

-43.03; 11; 12771; 85; 961; 0

-43.33; 11; 12719; 88; 983; 0

-43.94; 11; 12671; 83; 945; 0

-43.76; 11; 12626; 83; 945; 0

-44.16; 11; 12577; 78; 918; 0

-44.57; 11; 12524; 78; 918; 0

-44.91; 11; 12476; 85; 961; 0

-44.17; 11; 12390; 96; 1035; 0

-44.88; 11; 12332; 87; 972; 0

-45.01; 11; 12279; 86; 967; 0

-44.79; 11; 12236; 92; 1009; 0

-44.20; 11; 12176; 95; 1029; 0

-44.88; 11; 12135; 88; 981; 0

-44.88; 11; 12077; 86; 967; 0

-46.31; 11; 12000; 78; 915; 0

-47.33; 11; 11942; 74; 889; 0

-48.26; 11; 11907; 74; 889; 0

-48.52; 11; 11823; 81; 935; 0

-48.92; 11; 11773; 81; 935; 0

-47.93; 11; 11730; 92; 1009; 0

-46.83; 11; 11674; 92; 1009; 0

-45.85; 11; 11625; 94; 1019; 0

-46.52; 11; 11582; 87; 977; 0

-46.83; 11; 11547; 79; 923; 0

-46.01; 11; 11504; 94; 1019; 1

-45.40; 11; 11454; 94; 1019; 0

-45.80; 11; 11408; 97; 1041; 0

-45.51; 11; 11365; 112; 1137; 0

-45.55; 11; 11316; 99; 1056; 0

-46.03; 11; 11278; 97; 1041; 0

-45.49; 11; 11233; 94; 1019; 0

-45.27; 11; 11192; 102; 1074; 0

-45.31; 11; 11144; 94; 1019; 0

-45.03; 11; 11102; 97; 1041; 0

-45.20; 11; 11060; 99; 1056; 0

-45.12; 11; 11013; 99; 1056; 0

-45.94; 11; 10959; 94; 1019; 0

-45.63; 11; 10909; 94; 1019; 0

-45.27; 11; 10850; 108; 1110; 0

-43.85; 11; 10815; 121; 1198; 0

-44.07; 11; 10770; 130; 1255; 0

-44.79; 11; 10734; 118; 1181; 0

-45.28; 11; 10696; 116; 1163; 0

-45.57; 11; 10662; 116; 1163; 0

-46.06; 11; 10620; 113; 1144; 0

-45.80; 11; 10583; 108; 1110; 0

-46.48; 10; 10547; 103; 1077; 0

-45.67; 10; 10495; 108; 1110; 0

-46.17; 10; 10464; 118; 1181; 0

-45.18; 10; 10415; 134; 1281; 1

-45.38; 10; 10376; 127; 1238; 0

-44.56; 10; 10328; 134; 1281; 0

-44.19; 10; 10290; 150; 1389; 0

-43.64; 10; 10244; 150; 1389; 0

-42.84; 10; 10208; 153; 1408; 0

-42.85; 10; 10177; 164; 1478; 0

-42.18; 10; 10125; 157; 1432; 0

-42.52; 10; 10091; 141; 1330; 0

-42.12; 10; 10054; 144; 1349; 0

-41.80; 10; 10018; 151; 1397; 0

-41.86; 10; 9982; 144; 1349; 0

-41.12; 10; 9944; 141; 1330; 0

-41.73; 10; 9912; 130; 1259; 0

-41.26; 10; 9872; 141; 1330; 0

-40.88; 10; 9835; 151; 1397; 0

-41.11; 10; 9842; 122; 1201; 0

-40.27; 10; 9743; 141; 1330; 2

-39.66; 10; 9715; 128; 1242; 0

-40.34; 10; 9678; 130; 1259; 0

-40.31; 10; 9647; 148; 1376; 0

-39.57; 10; 9603; 159; 1445; 0

-40.33; 10; 9567; 120; 1188; 0

-40.88; 10; 9534; 135; 1291; 0

-41.66; 10; 9505; 120; 1188; 0

-42.01; 10; 9466; 142; 1338; 0

-41.25; 10; 9426; 152; 1400; 0

-40.89; 10; 9382; 170; 1498; 0

-40.56; 10; 9348; 167; 1499; 0

-39.79; 10; 9307; 184; 1518; 0

-40.16; 10; 9270; 170; 1498; 0

-40.00; 10; 9238; 184; 1518; 0

-39.75; 10; 9198; 176; 1506; 0

-39.53; 10; 9159; 176; 1506; 0

-38.77; 10; 9123; 180; 1513; 0

-37.79; 10; 9089; 176; 1506; 2

-37.94; 10; 9054; 172; 1501; 0

-38.30; 10; 9016; 160; 1453; 0

-37.61; 10; 8982; 160; 1453; 0

-38.34; 10; 8947; 160; 1453; 0

-37.56; 10; 8905; 172; 1501; 0

-37.14; 10; 8862; 176; 1506; 0

-37.14; 10; 8825; 156; 1429; 0

-36.96; 9; 8777; 188; 1525; 0

-36.60; 10; 8757; 215; 1560; 0

-36.58; 9; 8723; 215; 1560; 0

-36.27; 9; 8679; 206; 1548; 0

-36.39; 9; 8641; 215; 1560; 1

-35.91; 9; 8606; 200; 1542; 0

-35.25; 9; 8572; 229; 1581; 0

-35.84; 9; 8542; 211; 1556; 0

-34.94; 9; 8499; 211; 1556; 0

-34.42; 9; 8468; 245; 1599; 0

-34.58; 9; 8435; 219; 1566; 3

-34.01; 9; 8395; 271; 1628; 0

-34.71; 9; 8369; 229; 1581; 0

-33.97; 9; 8329; 228; 1579; 0

-34.52; 9; 8283; 222; 1571; 0

-33.84; 9; 8271; 222; 1571; 0

-34.32; 9; 8234; 204; 1546; 0

-34.64; 9; 8215; 177; 1508; 0

-34.00; 9; 8176; 222; 1571; 0

-33.69; 9; 8151; 199; 1540; 0

-33.96; 9; 8111; 217; 1563; 0

-33.94; 9; 8089; 228; 1579; 0

-33.59; 9; 8047; 243; 1598; 0

-32.68; 9; 8026; 243; 1598; 0

-33.11; 9; 7989; 239; 1594; 0

-32.59; 9; 7957; 215; 1560; 0

-32.95; 9; 7911; 219; 1566; 0

-32.70; 9; 7899; 242; 1595; 0

-32.56; 9; 7880; 230; 1582; 0

-32.85; 9; 7845; 230; 1582; 0

-32.98; 9; 7814; 242; 1595; 0

-32.77; 9; 7790; 215; 1560; 0

-33.54; 9; 7765; 187; 1524; 0

-33.94; 9; 7731; 230; 1582; 0

-34.25; 9; 7706; 195; 1534; 0

-34.57; 9; 7681; 170; 1497; 0

-35.11; 9; 7645; 200; 1542; 0

-34.28; 9; 7614; 226; 1575; 0

-33.94; 9; 7584; 205; 1547; 0

-34.91; 9; 7559; 186; 1521; 0

-35.36; 9; 7523; 209; 1553; 0

-35.68; 9; 7505; 174; 1503; 0

-35.53; 9; 7463; 174; 1503; 0

-36.20; 9; 7434; 205; 1547; 0

-35.31; 9; 7398; 236; 1590; 0

-34.37; 9; 7375; 265; 1623; 0

-34.13; 9; 7349; 313; 1674; 0

-34.96; 9; 7315; 215; 1560; 0

-34.69; 9; 7283; 230; 1582; 0

-34.73; 9; 7234; 224; 1572; 0

-34.92; 9; 7206; 234; 1587; 0

-35.76; 9; 7176; 204; 1547; 0

-36.23; 9; 7159; 219; 1566; 0

-36.69; 9; 7124; 219; 1566; 0

-36.88; 9; 7106; 246; 1601; 0

-36.75; 9; 7076; 208; 1552; 0

-36.95; 9; 7051; 198; 1538; 0

-37.11; 9; 7014; 208; 1552; 0

-36.60; 9; 6989; 286; 1645; 0

-37.00; 9; 6954; 260; 1615; 0

-36.82; 9; 6923; 279; 1637; 0

-37.06; 9; 6890; 260; 1615; 0

-36.93; 9; 6861; 265; 1623; 0

-36.83; 9; 6843; 265; 1623; 0

-36.58; 9; 6803; 284; 1642; 0

-35.77; 9; 6780; 279; 1637; 0

-35.83; 9; 6747; 284; 1642; 0

-36.33; 9; 6731; 222; 1571; 0

-36.24; 9; 6698; 218; 1564; 0

-36.56; 9; 6674; 218; 1564; 0

-37.00; 8; 6646; 218; 1564; 0

-36.96; 9; 6620; 292; 1652; 0

-36.08; 8; 6589; 307; 1668; 0

-36.25; 9; 6572; 306; 1668; 3

-35.61; 8; 6535; 293; 1654; 0

-36.13; 9; 6514; 246; 1601; 0

-35.98; 8; 6490; 227; 1578; 0

-35.38; 8; 6461; 314; 1676; 0

-34.69; 8; 6432; 253; 1607; 0

-35.51; 8; 6411; 259; 1615; 2

-35.74; 8; 6385; 306; 1668; 0

-35.95; 8; 6363; 278; 1636; 0

-35.87; 8; 6328; 253; 1607; 0

-35.52; 8; 6314; 293; 1654; 0

-36.21; 8; 6289; 265; 1623; 0

-35.82; 8; 6273; 305; 1667; 0

-35.12; 8; 6238; 338; 1700; 0

-35.37; 8; 6217; 253; 1607; 0

-35.50; 8; 6190; 245; 1599; 0

-36.17; 8; 6157; 239; 1594; 0

-35.17; 8; 6138; 245; 1599; 0

-36.10; 8; 6124; 253; 1607; 0

-36.17; 8; 6106; 331; 1692; 0

-36.21; 8; 6091; 279; 1637; 0

-34.93; 8; 6052; 322; 1683; 0

-34.66; 8; 6036; 322; 1683; 0

-33.68; 8; 6000; 331; 1692; 0

-34.15; 8; 5978; 348; 1709; 0

-33.39; 8; 5949; 371; 1734; 0

-33.88; 8; 5934; 338; 1700; 0

-34.43; 8; 5920; 291; 1651; 0

-33.02; 8; 5877; 432; 1784; 0

-33.32; 8; 5856; 399; 1756; 0

-32.21; 8; 5834; 399; 1756; 0

-32.02; 8; 5803; 315; 1677; 0

-31.94; 8; 5784; 356; 1718; 0

-31.69; 8; 5761; 348; 1709; 0

-31.21; 8; 5602; 323; 1685; 0

-31.66; 8; 5708; 381; 1741; 0

-31.87; 8; 5681; 364; 1726; 0

-32.19; 8; 5654; 341; 1703; 0

-32.68; 8; 5632; 364; 1726; 0

-32.05; 8; 5606; 374; 1736; 0

-32.05; 8; 5590; 382; 1742; 0

-31.86; 8; 5558; 382; 1742; 0

-31.28; 8; 5540; 382; 1742; 0

-31.63; 8; 5508; 395; 1754; 0

-31.00; 8; 5483; 425; 1778; 0

-31.41; 8; 5471; 425; 1778; 0

-31.05; 8; 5429; 403; 1760; 0

-30.76; 8; 5411; 446; 1798; 0

-31.42; 8; 5392; 340; 1701; 0

-31.24; 8; 5371; 476; 1820; 0

-31.11; 8; 5350; 365; 1728; 0

-30.91; 8; 5321; 463; 1811; 0

-32.54; 8; 5307; 428; 1780; 0

-32.19; 8; 5277; 451; 1801; 0

-31.73; 8; 5260; 463; 1811; 0

-32.00; 8; 5245; 463; 1811; 0

-31.57; 8; 5212; 573; 1892; 0

-31.63; 8; 5200; 463; 1811; 0

-30.70; 8; 5185; 476; 1820; 0

-29.94; 8; 5153; 377; 1738; 0

-29.79; 8; 5136; 382; 1742; 0

-28.75; 8; 5111; 413; 1769; 0

-28.94; 8; 5075; 509; 1846; 0

-28.55; 8; 5060; 552; 1878; 0

-28.99; 8; 5035; 473; 1818; 0

-28.06; 8; 5010; 497; 1836; 0

-28.58; 8; 4998; 473; 1818; 0

-29.45; 8; 4984; 327; 1689; 0

-29.55; 8; 4966; 314; 1676; 0

-30.26; 8; 4943; 413; 1769; 0

-30.95; 8; 4924; 364; 1726; 0

-31.26; 8; 4887; 321; 1682; 0

-30.54; 8; 4886; 386; 1746; 0

-30.56; 8; 4876; 365; 1728; 0

-30.73; 8; 4848; 395; 1754; 0

-30.35; 8; 4828; 428; 1780; 0

-30.35; 8; 4814; 452; 1803; 0

-31.02; 8; 4795; 355; 1717; 2

-30.63; 8; 4769; 348; 1709; 0

-31.13; 8; 4747; 336; 1698; 0

-30.45; 8; 4730; 386; 1746; 0

-30.57; 8; 4710; 501; 1839; 0

-30.06; 8; 4686; 529; 1860; 0

-29.44; 8; 4594; 439; 1790; 0

-29.61; 8; 4642; 376; 1739; 0

-29.82; 8; 4625; 519; 1852; 0

-30.56; 8; 4606; 420; 1775; 0

-30.80; 8; 4591; 611; 1917; 0

-30.05; 8; 4583; 567; 1887; 0

-30.22; 8; 4558; 398; 1757; 0

-30.75; 8; 4541; 376; 1739; 0

-30.13; 8; 4511; 387; 1747; 0

-30.25; 8; 4499; 376; 1739; 0

-29.69; 8; 4475; 467; 1814; 0

-29.45; 8; 4448; 596; 1908; 0

-28.68; 8; 4424; 596; 1908; 0

-28.86; 8; 4406; 619; 1922; 0

-28.65; 8; 4389; 555; 1880; 0

-28.34; 8; 4393; 603; 1913; 0

-27.97; 8; 4351; 619; 1922; 0

-28.32; 8; 4334; 458; 1808; 0

-28.28; 8; 4324; 414; 1770; 0

-27.64; 7; 4297; 657; 1946; 0

-27.62; 8; 4272; 657; 1946; 0

-28.45; 8; 4265; 458; 1808; 0

-28.31; 8; 4245; 711; 1980; 0

-28.02; 7; 4230; 555; 1880; 0

-27.24; 7; 4204; 458; 1808; 0

-27.46; 7; 4188; 597; 1909; 0

-28.13; 7; 4176; 523; 1855; 0

-28.82; 8; 4165; 582; 1898; 0

-29.46; 8; 4149; 468; 1814; 0

-30.02; 8; 4133; 634; 1933; 0

-30.47; 8; 4106; 480; 1824; 0

-30.32; 8; 4096; 707; 1977; 0

-30.41; 8; 4075; 670; 1954; 0

-29.85; 8; 4055; 769; 2013; 0

-30.50; 8; 4041; 493; 1833; 0

-29.92; 8; 4026; 943; 2110; 0

-29.31; 8; 4009; 730; 1991; 0

-29.21; 8; 3996; 501; 1839; 0

-30.13; 8; 3981; 448; 1799; 0

-29.34; 8; 3960; 609; 1915; 0

-28.82; 8; 3937; 659; 1948; 0

-29.07; 7; 3929; 720; 1985; 0

-28.57; 8; 3904; 787; 2022; 0

-28.34; 7; 3889; 556; 1882; 0

-28.65; 7; 3871; 700; 1973; 0

-28.21; 7; 3857; 787; 2022; 0

-28.08; 7; 3827; 937; 2108; 0

-27.63; 7; 3819; 906; 2094; 0

-27.81; 7; 3797; 806; 2033; 0

-27.54; 7; 3783; 801; 2030; 0

-27.37; 7; 3765; 570; 1889; 0

-27.41; 7; 3750; 633; 1931; 0

-27.89; 7; 3733; 548; 1875; 0

-28.07; 7; 3720; 651; 1942; 0

-28.01; 7; 3688; 651; 1942; 0

-28.71; 7; 3693; 617; 1920; 0

-27.98; 7; 3673; 730; 1991; 0

-28.47; 7; 3656; 633; 1931; 0

-27.80; 7; 3645; 756; 2004; 0

-28.26; 7; 3641; 692; 1968; 0

-27.47; 7; 3623; 773; 2015; 0

-27.29; 7; 3593; 727; 1989; 0

-27.37; 7; 3581; 1334; 2289; 0

-26.27; 7; 3568; 1010; 2142; 0

-26.43; 7; 3553; 1010; 2142; 0

-26.74; 7; 3540; 771; 2014; 0

-26.23; 7; 3521; 703; 1975; 0

-25.92; 7; 3509; 727; 1989; 0

-25.39; 7; 3491; 1207; 2232; 1

-24.32; 7; 3476; 920; 2098; 0

-24.64; 7; 3467; 727; 1989; 0

-23.27; 7; 3451; 1262; 2257; 0

-22.84; 7; 3423; 1371; 2305; 0

-22.17; 7; 3413; 1400; 2320; 1

-21.54; 7; 3411; 972; 2124; 0

-21.84; 7; 3380; 763; 2009; 0

-22.49; 7; 3364; 1224; 2240; 0

-21.67; 7; 3352; 1333; 2287; 0

-22.04; 7; 3331; 1437; 2338; 0

-22.15; 7; 3313; 1758; 2488; 0

-22.55; 7; 3308; 1519; 2376; 0

-22.78; 7; 3296; 886; 2082; 0

-23.00; 7; 3278; 1005; 2138; 0

-22.67; 7; 3262; 1371; 2305; 0

-22.89; 7; 3246; 836; 2056; 0

-23.91; 7; 3245; 734; 1993; 0

-23.52; 7; 3218; 776; 2017; 0

-23.96; 7; 3204; 1290; 2270; 0

-23.29; 7; 3188; 1633; 2428; 0

-23.77; 7; 3181; 1249; 2255; 0

-22.85; 7; 3163; 1548; 2390; 1

-23.03; 7; 3150; 1588; 2409; 0

-23.76; 7; 3135; 937; 2108; 0

-23.98; 7; 3125; 1249; 2255; 0

-23.41; 7; 3110; 1333; 2287; 0

-24.07; 7; 3093; 1290; 2270; 0

-24.68; 7; 3088; 966; 2120; 0

-24.19; 7; 3067; 903; 2092; 0

-25.09; 7; 3066; 823; 2048; 0

-24.88; 7; 3044; 1211; 2236; 0

-25.26; 7; 3031; 1184; 2218; 0

-25.32; 7; 3023; 1093; 2178; 0

-25.37; 7; 3008; 1120; 2189; 0

-25.73; 7; 3001; 1151; 2203; 2

-25.63; 7; 2984; 1151; 2203; 0

-25.84; 7; 2976; 1211; 2236; 2

-25.93; 7; 2957; 1361; 2300; 0

-25.64; 7; 2947; 1361; 2300; 0

-25.77; 7; 2939; 1361; 2300; 0

-25.20; 7; 2923; 1147; 2201; 0

-24.88; 7; 2912; 1506; 2372; 0

-25.00; 7; 2902; 1506; 2372; 0

-25.05; 7; 2892; 1633; 2428; 0

-24.49; 7; 2882; 1886; 2549; 0

-24.55; 7; 2862; 1433; 2336; 0

-23.05; 7; 2851; 2066; 2630; 1

-23.18; 7; 2836; 1804; 2509; 1

-23.79; 7; 2828; 1319; 2281; 0

-24.09; 7; 2814; 1175; 2216; 0

-23.64; 7; 2807; 1463; 2353; 0

-24.01; 7; 2798; 1433; 2336; 0

-23.99; 7; 2782; 1424; 2334; 1

-24.16; 7; 2771; 1804; 2509; 0

-24.83; 7; 2763; 1211; 2234; 3

-24.69; 7; 2751; 1138; 2199; 1

-24.72; 7; 2752; 1174; 2214; 0

-24.85; 7; 2731; 1174; 2214; 0

-24.43; 7; 2718; 1211; 2234; 0

-24.01; 7; 2706; 1804; 2509; 3

-24.04; 7; 2698; 2337; 2753; 0

-24.04; 7; 2689; 1668; 2448; 0

-23.55; 7; 2677; 1395; 2316; 0

-23.43; 7; 2656; 2121; 2659; 0

-23.92; 7; 2651; 1552; 2392; 0

-24.08; 7; 2636; 1358; 2302; 0

-23.52; 7; 2631; 2181; 2687; 3

-22.71; 7; 2623; 1718; 2473; 0

-22.91; 7; 2611; 1628; 2430; 0

-22.99; 7; 2591; 1510; 2374; 0

-22.42; 7; 2585; 2685; 2927; 0

-22.45; 7; 2571; 1628; 2430; 0

-21.70; 7; 2560; 1510; 2374; 0

-21.84; 7; 2545; 1467; 2355; 0

-21.99; 7; 2538; 1940; 2574; 0

-21.68; 7; 2526; 2292; 2735; 0

-21.43; 7; 2515; 2469; 2818; 0

-21.02; 7; 2499; 2303; 2737; 0

-21.10; 7; 2491; 1935; 2574; 0

-21.49; 7; 2484; 2576; 2865; 4

-20.90; 7; 2470; 2410; 2791; 0

-21.19; 7; 2460; 2410; 2791; 4

-20.84; 7; 2443; 2410; 2791; 0

-21.17; 7; 2441; 1588; 2409; 4

-21.73; 7; 2432; 1986; 2594; 0

-21.30; 7; 2366; 2410; 2791; 0

-21.55; 7; 2405; 1804; 2513; 0

-21.67; 7; 2396; 2246; 2713; 5

-20.68; 7; 2381; 2002; 2601; 0

-20.48; 7; 2365; 1856; 2537; 0

-20.72; 7; 2360; 2198; 2695; 0

-20.23; 7; 2346; 2786; 2968; 0

-20.32; 7; 2333; 2601; 2875; 0

-20.50; 7; 2330; 1598; 2412; 0

-19.92; 7; 2309; 2198; 2695; 5

-20.43; 7; 2310; 1643; 2436; 6

-20.51; 7; 2293; 2094; 2648; 0

-20.90; 7; 2277; 1814; 2514; 0

-21.24; 7; 2193; 1902; 2556; 3

-21.40; 7; 2263; 2002; 2601; 0

-21.23; 7; 2258; 2203; 2700; 0

-22.14; 7; 2245; 1603; 2414; 0

-22.05; 7; 2231; 2154; 2674; 0

-21.99; 7; 2218; 2733; 2946; 0

